Date,Open,High,Low,Close
02/20/2019,"3,920","3,992","3,900","3,952"
02/20/2018,"11,079","11,746","11,056","11,712"
02/19/2023,"24,624","25,175","24,308","24,544"
02/19/2022,"39,996","40,467","39,690","39,936"
02/19/2021,"52,051","56,211","50,880","55,493"
02/19/2020,"10,134","10,287","9,392","9,608"
02/19/2019,"3,889","4,006","3,870","3,918"
02/19/2018,"10,772","11,255","10,314","11,079"
02/18/2023,"24,593","24,839","24,116","24,624"
02/18/2022,"40,708","40,964","39,622","39,996"
02/18/2021,"52,333","52,524","51,023","52,059"
02/18/2020,"9,653","10,262","9,622","10,134"
02/18/2019,"3,623","3,939","3,620","3,890"
02/18/2018,"10,845","11,279","10,156","10,763"
02/17/2023,"24,520","24,987","23,382","24,593"
02/17/2022,"44,091","44,181","40,128","40,708"
02/17/2021,"48,607","52,619","48,590","52,333"
02/17/2020,"9,776","9,996","9,484","9,652"
02/17/2019,"3,631","3,697","3,596","3,628"
02/17/2018,"10,084","10,879","10,053","10,845"
02/16/2023,"24,173","25,193","24,145","24,520"
02/16/2022,"44,007","44,741","43,415","44,091"
02/16/2021,"48,183","50,513","47,186","48,642"
02/16/2020,"9,921","10,040","9,656","9,776"
02/16/2019,"3,599","3,647","3,596","3,631"
02/16/2018,"9,883","10,293","9,719","10,058"
02/15/2023,"22,251","24,189","22,066","24,173"
02/15/2022,"42,257","44,512","42,243","44,007"
02/15/2021,"48,840","49,277","45,944","48,183"
02/15/2020,"10,339","10,387","9,826","9,921"
02/15/2019,"3,604","3,644","3,582","3,599"
02/15/2018,"9,289","10,218","9,251","9,883"
02/14/2023,"21,624","22,304","21,611","22,251"
02/14/2022,"42,259","42,843","41,646","42,257"
02/14/2021,"47,210","49,698","46,954","48,921"
02/14/2020,"10,180","10,383","10,103","10,339"
02/14/2019,"3,601","3,618","3,581","3,604"
02/14/2018,"8,553","9,368","8,483","9,283"
02/13/2023,"21,739","21,894","21,437","21,621"
02/13/2022,"41,910","42,743","41,889","42,259"
02/13/2021,"47,962","48,143","46,342","47,210"
02/13/2020,"10,385","10,492","10,097","10,182"
02/13/2019,"3,612","3,663","3,592","3,601"
02/13/2018,"8,830","8,977","8,370","8,564"
01/31/2023,"22,743","23,182","22,549","22,950"
01/31/2022,"37,747","38,728","36,703","38,444"
01/31/2021,"34,649","34,789","32,237","32,626"
01/31/2020,"9,549","9,559","9,217","9,362"
01/31/2019,"3,463","3,498","3,427","3,445"
01/31/2018,"10,125","10,334","9,628","9,999"
01/30/2023,"23,792","23,870","22,644","22,732"
01/30/2022,"38,437","38,437","37,411","37,747"
01/30/2021,"34,642","35,344","32,880","34,649"
01/30/2020,"9,362","9,557","9,197","9,547"
01/30/2019,"3,428","3,488","3,400","3,463"
01/30/2018,"11,224","11,224","9,810","10,138"
01/29/2023,"23,005","23,940","22,975","23,792"
01/29/2022,"37,818","38,673","37,362","38,437"
01/29/2021,"33,274","38,641","32,002","34,715"
01/29/2020,"9,051","9,423","9,049","9,362"
01/29/2019,"3,442","3,465","3,371","3,429"
01/29/2018,"11,762","11,765","11,008","11,223"
01/28/2023,"23,097","23,184","22,900","23,005"
01/28/2022,"36,223","38,009","35,934","37,818"
01/28/2021,"30,941","33,286","29,970","33,274"
01/28/2020,"8,954","9,183","8,886","9,061"
01/28/2019,"3,563","3,563","3,402","3,442"
01/28/2018,"11,554","11,942","11,317","11,757"
01/27/2023,"23,072","23,478","22,587","23,097"
01/27/2022,"36,371","37,168","35,551","36,223"
01/27/2021,"31,993","32,879","29,288","31,030"
01/27/2020,"8,591","8,989","8,552","8,954"
01/27/2019,"3,583","3,591","3,515","3,563"
01/27/2018,"10,899","11,574","10,773","11,554"
01/26/2023,"23,576","23,762","22,856","23,068"
01/26/2022,"36,632","38,874","36,371","36,371"
01/26/2021,"32,681","32,812","30,921","31,993"
01/26/2020,"8,377","8,598","8,294","8,591"
01/26/2019,"3,580","3,669","3,572","3,583"
01/26/2018,"11,241","11,609","10,321","10,899"
01/25/2023,"22,903","23,641","22,358","23,576"
01/25/2022,"36,851","37,501","35,741","36,632"
01/25/2021,"31,934","34,860","31,731","32,643"
01/25/2020,"8,501","8,505","8,268","8,376"
01/25/2019,"3,596","3,606","3,553","3,580"
01/25/2018,"11,213","11,711","10,889","11,246"
01/24/2023,"22,989","23,158","22,783","22,900"
01/24/2022,"35,379","37,397","33,070","36,851"
01/24/2021,"32,399","33,069","31,012","31,934"
01/24/2020,"8,391","8,511","8,230","8,501"
01/24/2019,"3,565","3,617","3,549","3,596"
01/24/2018,"10,986","11,474","10,497","11,208"
01/23/2023,"22,599","23,137","22,550","22,989"
01/23/2022,"35,461","36,157","34,694","35,389"
01/23/2021,"33,375","33,642","31,471","32,340"
01/23/2020,"8,641","8,665","8,290","8,391"
01/23/2019,"3,594","3,627","3,547","3,565"
01/23/2018,"10,264","11,358","9,972","10,984"
01/22/2023,"23,199","23,215","22,357","22,579"
01/22/2022,"36,701","37,149","34,163","35,461"
01/22/2021,"31,275","33,842","28,898","33,375"
01/22/2020,"8,723","8,784","8,577","8,641"
01/22/2019,"3,537","3,625","3,447","3,595"
01/22/2018,"11,348","11,869","10,051","10,264"
01/21/2023,"22,336","23,318","22,328","23,199"
01/21/2022,"41,391","41,524","36,208","36,689"
01/21/2021,"34,919","35,664","31,048","31,275"
01/21/2020,"8,667","8,771","8,507","8,724"
01/21/2019,"3,555","3,570","3,526","3,537"
01/21/2018,"12,904","12,947","11,096","11,348"
01/20/2023,"20,941","22,387","20,887","22,336"
01/20/2022,"41,733","43,517","41,389","41,391"
01/20/2021,"36,494","36,788","33,487","34,892"
01/20/2020,"8,718","8,741","8,519","8,667"
01/20/2019,"3,728","3,731","3,506","3,555"
01/20/2018,"11,343","13,007","11,245","12,904"
01/19/2023,"20,772","21,162","20,659","20,941"
01/19/2022,"42,401","42,604","41,200","41,739"
01/19/2021,"36,252","37,843","36,170","36,494"
01/19/2020,"8,910","9,176","8,484","8,718"
01/19/2019,"3,634","3,784","3,629","3,727"
01/19/2018,"11,551","11,955","10,989","11,296"
01/18/2023,"21,330","21,532","20,502","20,775"
01/18/2022,"41,741","42,476","41,319","42,401"
01/18/2021,"36,530","37,433","34,841","36,255"
01/18/2020,"8,898","8,973","8,806","8,910"
01/18/2019,"3,650","3,673","3,605","3,634"
01/18/2018,"11,378","12,045","10,664","11,541"
01/17/2023,"21,130","21,427","20,906","21,330"
01/17/2022,"43,011","43,275","41,632","41,741"
01/17/2021,"35,935","36,828","33,928","36,530"
01/17/2020,"8,682","8,992","8,672","8,897"
01/17/2019,"3,623","3,667","3,579","3,650"
01/17/2018,"10,617","11,751","9,200","11,378"
01/16/2023,"20,898","21,413","20,700","21,129"
01/16/2022,"43,332","43,472","42,622","43,011"
01/16/2021,"36,324","37,938","35,624","35,785"
01/16/2020,"8,816","8,856","8,591","8,682"
01/16/2019,"3,593","3,688","3,593","3,623"
01/16/2018,"13,919","13,919","10,352","10,617"
01/15/2023,"20,900","21,066","20,577","20,898"
01/15/2022,"43,329","43,775","42,620","43,346"
01/15/2021,"38,757","39,673","34,446","36,324"
01/15/2020,"8,732","8,881","8,577","8,816"
01/15/2019,"3,693","3,714","3,582","3,593"
01/15/2018,"13,378","14,308","13,378","13,919"
01/14/2023,"19,818","21,204","19,751","20,888"
01/14/2022,"42,826","43,411","41,865","43,329"
01/14/2021,"37,248","40,030","36,799","38,863"
01/14/2020,"8,133","8,826","8,105","8,732"
01/14/2019,"3,545","3,732","3,526","3,693"
01/14/2018,"14,173","14,353","13,052","13,394"
01/13/2023,"18,836","19,866","18,727","19,818"
01/13/2022,"43,815","44,401","42,354","42,826"
01/13/2021,"34,736","37,358","32,466","37,248"
01/13/2020,"8,100","8,193","8,054","8,133"
01/13/2019,"3,656","3,675","3,516","3,545"
01/13/2018,"13,744","14,537","13,599","14,167"
07/12/2023,"30,577","30,833","30,267","30,342"
06/12/2023,"26,135","26,151","25,677","25,886"
05/12/2023,"27,027","27,085","25,883","26,456"
04/12/2023,"30,173","30,410","29,739","29,963"
03/12/2023,"20,453","21,432","20,392","21,397"
02/12/2023,"21,829","22,086","21,714","21,739"
01/12/2023,"17,556","19,051","17,517","18,822"
07/11/2023,"30,793","30,793","30,261","30,586"
06/11/2023,"25,792","26,190","25,671","26,136"
05/11/2023,"27,884","27,887","26,767","27,027"
04/11/2023,"29,111","30,488","29,089","30,173"
03/11/2023,"20,096","20,784","19,889","20,453"
02/11/2023,"21,543","21,839","21,527","21,829"
01/11/2023,"17,475","17,570","17,323","17,556"
07/10/2023,"30,203","30,979","30,001","30,793"
06/10/2023,"26,443","26,521","25,460","25,792"
05/10/2023,"27,670","28,297","26,967","27,896"
04/10/2023,"28,108","29,258","28,108","29,111"
03/10/2023,"20,244","20,475","19,594","20,091"
02/10/2023,"21,841","21,940","21,507","21,543"
01/10/2023,"17,190","17,489","17,134","17,475"
07/09/2023,"30,161","30,417","30,155","30,203"
06/09/2023,"26,637","26,757","26,325","26,446"
05/09/2023,"27,565","27,837","27,403","27,670"
04/09/2023,"27,961","28,298","27,899","28,108"
03/09/2023,"22,005","22,005","20,125","20,244"
02/09/2023,"22,960","22,999","21,757","21,841"
01/09/2023,"16,955","17,399","16,952","17,190"
07/08/2023,"30,245","30,378","30,106","30,161"
06/08/2023,"26,354","26,764","26,153","26,637"
05/08/2023,"28,926","28,995","27,297","27,565"
04/08/2023,"27,855","28,188","27,847","27,961"
03/08/2023,"22,050","22,267","21,883","22,006"
02/08/2023,"23,191","23,405","22,711","22,960"
01/08/2023,"16,943","17,007","16,913","16,953"
07/07/2023,"30,301","30,431","29,776","30,245"
06/07/2023,"26,955","27,294","26,258","26,355"
05/07/2023,"28,961","29,261","28,834","28,926"
04/07/2023,"27,982","28,103","27,801","27,855"
03/07/2023,"22,404","22,529","21,971","22,050"
02/07/2023,"22,918","23,297","22,650","23,201"
01/07/2023,"16,929","16,981","16,909","16,943"
07/06/2023,"30,466","31,431","29,957","30,301"
06/06/2023,"25,641","27,176","25,407","26,955"
05/06/2023,"29,531","29,983","28,567","28,961"
04/06/2023,"28,185","28,230","27,778","27,982"
03/06/2023,"22,482","22,571","22,313","22,401"
02/06/2023,"22,896","23,150","22,643","22,918"
01/06/2023,"16,846","17,002","16,698","16,929"
07/05/2023,"30,798","30,870","30,216","30,466"
06/05/2023,"27,254","27,418","25,438","25,636"
05/05/2023,"28,891","29,677","28,776","29,531"
04/05/2023,"28,266","28,722","27,826","28,185"
03/05/2023,"22,226","22,633","22,215","22,482"
02/05/2023,"23,417","23,452","22,782","22,896"
01/05/2023,"16,821","16,846","16,771","16,846"
07/04/2023,"31,117","31,311","30,656","30,793"
06/04/2023,"27,082","27,294","26,967","27,254"
05/04/2023,"28,512","29,369","28,512","28,891"
04/04/2023,"27,577","28,427","27,337","28,266"
03/04/2023,"22,246","22,411","22,170","22,224"
02/04/2023,"23,380","23,575","23,278","23,417"
01/04/2023,"16,667","16,980","16,641","16,820"
07/03/2023,"30,586","31,345","30,530","31,117"
06/03/2023,"27,200","27,322","27,080","27,082"
05/03/2023,"28,705","28,794","28,173","28,512"
04/03/2023,"28,089","28,463","27,573","27,573"
03/03/2023,"23,417","23,549","22,111","22,246"
02/03/2023,"23,598","23,706","23,244","23,387"
01/03/2023,"16,725","16,799","16,609","16,667"
07/02/2023,"30,575","30,646","30,266","30,586"
06/02/2023,"26,866","27,284","26,590","27,200"
05/02/2023,"27,705","28,876","27,700","28,705"
04/02/2023,"28,467","28,570","27,953","28,089"
03/02/2023,"23,542","23,783","23,219","23,427"
02/02/2023,"23,678","24,205","23,581","23,598"
01/02/2023,"16,591","16,758","16,544","16,725"
07/01/2023,"30,379","30,643","30,319","30,575"
06/01/2023,"27,120","27,334","26,662","26,866"
05/01/2023,"29,348","29,482","27,705","27,705"
04/01/2023,"28,392","28,815","28,316","28,467"
03/01/2023,"23,142","23,942","23,046","23,542"
02/01/2023,"22,950","23,789","22,820","23,678"
01/01/2023,"16,549","16,617","16,491","16,591"
12/12/2022,"17,109","17,191","16,884","17,153"
11/12/2022,"16,773","17,092","16,619","16,793"
10/12/2022,"19,026","19,188","18,999","19,148"
09/12/2022,"21,643","22,467","21,500","22,396"
08/12/2022,"24,214","24,311","23,634","24,244"
07/12/2022,"20,402","20,403","19,306","19,434"
06/12/2022,"28,403","28,659","26,947","27,383"
05/12/2022,"28,315","30,079","25,805","28,572"
04/12/2022,"39,850","40,641","39,301","39,536"
03/12/2022,"38,864","39,364","38,713","39,103"
02/12/2022,"42,561","43,025","41,816","41,910"
01/12/2022,"42,686","44,303","42,498","43,815"
12/11/2022,"17,129","17,258","17,093","17,109"
11/11/2022,"17,807","17,857","16,429","16,773"
10/11/2022,"19,243","19,270","18,888","19,026"
09/11/2022,"21,487","21,860","21,426","21,643"
08/11/2022,"23,909","24,859","23,792","24,214"
07/11/2022,"20,960","21,158","20,301","20,396"
06/11/2022,"29,194","29,409","28,173","28,393"
05/11/2022,"30,960","32,075","28,233","28,315"
04/11/2022,"43,147","43,242","39,629","39,850"
03/11/2022,"39,330","40,189","38,261","38,869"
02/11/2022,"43,753","44,113","42,253","42,561"
01/11/2022,"41,705","43,109","41,304","42,686"
12/10/2022,"17,109","17,219","17,106","17,129"
11/10/2022,"15,788","18,096","15,614","17,807"
10/10/2022,"19,477","19,518","19,137","19,243"
09/10/2022,"21,285","21,712","21,192","21,487"
08/10/2022,"23,147","24,117","22,720","23,880"
07/10/2022,"21,686","21,737","20,684","20,960"
06/10/2022,"30,148","30,286","28,891","29,194"
05/10/2022,"31,076","32,624","29,842","30,960"
04/10/2022,"42,459","43,398","42,430","43,154"
03/10/2022,"41,910","42,123","38,770","39,302"
02/10/2022,"44,502","45,758","43,350","43,753"
01/10/2022,"42,314","42,484","39,712","41,705"
12/09/2022,"17,178","17,274","17,077","17,109"
11/09/2022,"18,711","18,724","15,691","15,788"
10/09/2022,"19,461","19,558","19,278","19,477"
09/09/2022,"19,371","21,411","19,258","21,285"
08/09/2022,"24,073","24,073","22,898","23,147"
07/09/2022,"21,834","21,997","21,323","21,668"
06/09/2022,"30,202","30,653","29,961","30,139"
05/09/2022,"34,604","34,604","30,416","31,076"
04/09/2022,"42,808","42,859","42,138","42,459"
03/09/2022,"38,545","42,552","38,515","41,910"
02/09/2022,"44,264","44,837","43,202","44,502"
01/09/2022,"41,786","42,771","41,285","42,334"
12/08/2022,"16,833","17,288","16,763","17,178"
11/08/2022,"20,667","20,667","17,302","18,711"
10/08/2022,"19,549","19,643","19,424","19,461"
09/08/2022,"19,393","19,450","19,083","19,371"
08/08/2022,"23,271","24,234","23,081","24,073"
07/08/2022,"21,608","22,336","21,208","21,834"
06/08/2022,"31,341","31,515","29,874","30,202"
05/08/2022,"35,775","35,816","33,766","34,604"
04/08/2022,"43,573","43,962","42,557","42,750"
03/08/2022,"37,873","39,372","37,823","38,545"
02/08/2022,"44,050","45,403","42,727","44,264"
01/08/2022,"41,884","42,206","40,614","41,786"
12/07/2022,"16,994","17,125","16,692","16,833"
11/07/2022,"21,132","21,179","20,621","20,667"
10/07/2022,"20,055","20,055","19,351","19,549"
09/07/2022,"18,962","19,447","18,582","19,393"
08/07/2022,"23,167","23,285","22,863","23,271"
07/07/2022,"20,394","21,808","20,258","21,608"
06/07/2022,"31,432","31,554","29,230","31,341"
05/07/2022,"36,074","36,140","35,749","35,775"
04/07/2022,"43,905","44,002","42,784","43,573"
03/07/2022,"38,994","39,534","37,187","37,873"
02/07/2022,"41,693","44,495","41,609","44,050"
01/07/2022,"43,114","43,233","40,769","41,908"
12/06/2022,"16,970","17,092","16,920","16,994"
11/06/2022,"21,367","21,372","21,125","21,132"
10/06/2022,"20,022","20,438","19,890","20,049"
09/06/2022,"19,743","20,147","18,734","18,962"
08/06/2022,"22,969","23,347","22,969","23,167"
07/06/2022,"20,439","20,457","19,765","20,394"
06/06/2022,"29,941","31,735","29,817","31,432"
05/06/2022,"36,432","36,648","35,387","36,074"
04/06/2022,"45,707","46,042","43,343","43,898"
03/06/2022,"39,378","39,660","38,144","38,994"
02/06/2022,"41,670","42,094","41,229","41,693"
01/06/2022,"43,658","43,764","42,529","43,114"
12/05/2022,"17,113","17,416","16,890","16,970"
11/05/2022,"21,147","21,486","21,085","21,367"
10/05/2022,"20,350","20,402","19,779","20,022"
09/05/2022,"19,898","20,048","19,646","19,743"
08/05/2022,"22,503","23,455","22,467","22,969"
07/05/2022,"19,532","20,692","19,395","20,459"
06/05/2022,"29,726","30,149","29,539","29,945"
05/05/2022,"39,780","39,860","35,690","36,432"
04/05/2022,"46,304","47,158","45,593","45,707"
03/05/2022,"39,410","39,583","38,641","39,396"
02/05/2022,"40,647","41,919","40,410","41,718"
01/05/2022,"46,298","46,851","43,522","43,658"
12/04/2022,"16,957","17,151","16,876","17,113"
11/04/2022,"20,240","21,200","20,164","21,147"
10/04/2022,"19,590","20,420","19,511","20,350"
09/04/2022,"19,739","19,936","19,605","19,898"
08/04/2022,"23,324","23,367","22,443","22,503"
07/04/2022,"19,106","19,850","19,044","19,532"
06/04/2022,"29,649","29,888","29,482","29,726"
05/04/2022,"37,633","39,890","37,633","39,780"
04/04/2022,"46,391","47,367","45,174","46,304"
03/04/2022,"42,117","42,659","39,106","39,410"
02/04/2022,"36,967","40,890","36,833","40,647"
01/04/2022,"46,055","47,490","45,586","46,298"
12/03/2022,"17,016","17,133","16,907","16,957"
11/03/2022,"20,192","20,387","20,063","20,240"
10/03/2022,"19,227","19,630","18,945","19,590"
09/03/2022,"19,965","20,044","19,663","19,739"
08/03/2022,"23,015","23,607","22,698","23,324"
07/03/2022,"19,295","19,319","18,782","19,106"
06/03/2022,"30,242","30,667","29,355","29,652"
05/03/2022,"38,321","38,854","37,543","37,633"
04/03/2022,"46,208","46,766","45,580","46,391"
03/03/2022,"43,950","44,224","41,848","42,127"
02/03/2022,"36,877","37,220","36,279","36,964"
01/03/2022,"47,026","47,544","45,745","46,055"
12/02/2022,"16,931","17,098","16,859","17,016"
11/02/2022,"20,481","20,739","20,118","20,192"
10/02/2022,"19,250","19,391","19,062","19,231"
09/02/2022,"20,076","20,411","19,778","19,965"
08/02/2022,"23,027","23,450","22,679","23,015"
07/02/2022,"19,420","19,489","18,997","19,295"
06/02/2022,"29,645","30,350","29,504","30,242"
05/02/2022,"38,196","39,108","38,102","38,321"
04/02/2022,"46,175","47,183","45,681","46,208"
03/02/2022,"43,899","45,309","43,372","43,950"
02/02/2022,"38,741","38,900","36,686","36,877"
01/02/2022,"47,312","47,946","46,709","47,021"
12/01/2022,"17,102","17,211","16,876","16,931"
11/01/2022,"20,407","20,670","20,368","20,481"
10/01/2022,"19,425","19,476","19,218","19,250"
09/01/2022,"20,207","20,291","19,591","20,076"
08/01/2022,"23,804","23,824","22,878","23,027"
07/01/2022,"18,731","20,742","18,706","19,414"
06/01/2022,"31,757","31,957","29,367","29,645"
05/01/2022,"38,332","38,660","37,510","38,196"
04/01/2022,"45,760","46,696","44,310","46,175"
03/01/2022,"41,650","44,957","41,650","43,870"
02/01/2022,"38,444","39,261","38,051","38,741"
01/01/2022,"46,338","47,912","46,196","47,312"
12/12/2021,"48,847","50,767","48,672","49,981"
11/12/2021,"65,030","65,459","62,334","64,072"
10/12/2021,"57,390","57,631","54,404","55,364"
09/12/2021,"45,317","46,198","44,781","45,023"
08/12/2021,"46,340","46,391","43,844","44,440"
07/12/2021,"33,859","34,611","32,660","32,833"
06/12/2021,"37,331","37,342","35,509","36,041"
05/12/2021,"56,942","57,977","53,646","54,540"
04/12/2021,"59,607","61,224","59,429","60,011"
03/12/2021,"57,721","58,118","55,160","56,981"
02/12/2021,"46,943","48,842","46,438","47,853"
01/12/2021,"34,088","36,612","32,585","34,766"
12/11/2021,"47,984","49,285","46,880","48,847"
11/11/2021,"64,193","65,597","63,984","65,030"
10/11/2021,"55,425","57,767","54,445","57,390"
09/11/2021,"45,094","46,000","44,304","45,333"
08/11/2021,"45,627","46,752","45,276","46,340"
07/11/2021,"33,329","34,077","33,279","33,859"
06/11/2021,"36,410","37,537","36,217","37,331"
05/11/2021,"55,328","56,949","54,612","56,942"
04/11/2021,"58,606","60,649","58,599","59,607"
03/11/2021,"56,954","57,918","54,416","57,721"
02/11/2021,"45,050","48,593","44,090","46,943"
01/11/2021,"37,984","38,931","30,323","34,184"
12/10/2021,"47,996","49,982","47,355","47,984"
11/10/2021,"67,802","68,925","63,052","64,387"
10/10/2021,"54,651","56,370","54,211","55,425"
09/10/2021,"46,265","47,041","44,879","45,094"
08/10/2021,"45,482","46,608","44,695","45,627"
07/10/2021,"33,508","34,229","33,098","33,329"
06/10/2021,"36,387","38,389","35,850","36,410"
05/10/2021,"58,001","59,552","54,000","55,328"
04/10/2021,"58,354","61,197","57,876","58,621"
03/10/2021,"54,313","57,357","53,235","56,932"
02/10/2021,"47,357","47,357","43,783","45,039"
01/10/2021,"40,802","41,423","35,193","37,984"
12/09/2021,"50,634","50,851","47,377","47,996"
11/09/2021,"66,143","68,494","66,112","67,802"
10/09/2021,"53,951","55,410","53,738","54,651"
09/09/2021,"46,154","47,384","45,586","46,268"
08/09/2021,"43,855","46,431","42,832","45,482"
07/09/2021,"32,788","33,667","32,302","33,508"
06/09/2021,"33,625","36,825","32,466","36,406"
05/09/2021,"59,014","59,318","56,530","57,982"
04/09/2021,"57,677","58,879","57,473","58,354"
03/09/2021,"51,883","54,818","51,448","54,313"
02/09/2021,"44,692","48,219","44,356","47,357"
01/09/2021,"39,927","41,401","38,775","40,769"
12/08/2021,"50,500","51,182","48,750","50,634"
11/08/2021,"62,862","66,504","62,817","66,175"
10/08/2021,"54,205","55,981","53,659","53,951"
09/08/2021,"46,825","47,357","44,548","46,154"
08/08/2021,"43,945","45,276","43,331","43,855"
07/08/2021,"34,550","34,550","32,142","32,788"
06/08/2021,"34,454","34,630","31,101","33,638"
05/08/2021,"57,713","59,556","56,915","59,014"
04/08/2021,"56,221","58,134","55,752","57,681"
03/08/2021,"50,104","51,949","49,368","51,896"
02/08/2021,"38,610","44,797","38,085","44,797"
01/08/2021,"39,596","41,958","36,722","39,927"
12/07/2021,"50,126","51,942","50,126","50,500"
11/07/2021,"61,226","63,058","61,226","62,862"
10/07/2021,"54,903","55,588","53,496","54,205"
09/07/2021,"51,930","52,918","43,917","46,777"
08/07/2021,"42,696","44,557","42,404","43,945"
07/07/2021,"33,941","35,040","33,724","34,550"
06/07/2021,"35,938","36,767","34,155","34,471"
05/07/2021,"55,987","58,683","55,350","57,699"
04/07/2021,"58,244","58,624","55,494","56,157"
03/07/2021,"48,592","51,343","48,552","50,104"
02/07/2021,"40,085","40,481","37,422","38,610"
01/07/2021,"35,934","40,358","35,806","39,596"
12/06/2021,"49,275","50,426","47,290","50,007"
11/06/2021,"60,966","61,594","60,184","61,223"
10/06/2021,"51,378","55,399","50,476","54,903"
09/06/2021,"51,753","52,142","51,044","51,930"
08/06/2021,"40,908","43,314","39,942","42,673"
07/06/2021,"33,847","35,058","33,601","33,941"
06/06/2021,"35,857","36,454","34,874","35,897"
05/06/2021,"56,863","58,334","55,427","55,987"
04/06/2021,"58,800","59,469","57,391","58,244"
03/06/2021,"49,138","49,391","47,147","48,583"
02/06/2021,"37,853","40,972","37,714","40,103"
01/06/2021,"33,788","36,452","33,478","35,848"
12/05/2021,"48,770","49,746","47,892","49,275"
11/05/2021,"61,364","62,571","60,791","60,966"
10/05/2021,"49,016","51,757","48,595","51,378"
09/05/2021,"50,195","51,652","49,527","51,652"
08/05/2021,"39,745","41,367","37,454","40,908"
07/05/2021,"35,542","35,945","33,171","33,847"
06/05/2021,"37,071","37,942","35,396","35,826"
05/05/2021,"54,842","57,909","53,058","56,854"
04/05/2021,"58,030","59,231","56,886","58,810"
03/05/2021,"47,917","49,442","46,472","49,138"
02/05/2021,"37,687","38,325","36,642","37,853"
01/05/2021,"31,029","34,221","29,991","33,788"
12/04/2021,"53,648","53,874","42,169","48,745"
11/04/2021,"62,769","63,211","60,776","61,378"
10/04/2021,"48,465","49,491","46,993","49,016"
09/04/2021,"50,152","50,543","49,535","50,195"
08/04/2021,"38,113","39,851","37,558","39,706"
07/04/2021,"34,715","35,679","34,297","35,542"
06/04/2021,"38,691","39,277","35,626","37,071"
09/12/2018,"6,253","6,332","6,204","6,308"
08/12/2018,"6,418","6,465","6,178","6,339"
07/12/2018,"6,356","6,382","6,148","6,173"
06/12/2018,"6,762","6,899","6,456","6,529"
05/12/2018,"8,436","8,643","8,221","8,436"
04/12/2018,"6,890","8,055","6,766","7,727"
03/12/2018,"9,531","9,885","8,778","9,104"
02/12/2018,"8,313","8,903","8,030","8,830"
01/12/2018,"13,445","14,095","12,879","13,695"
09/11/2018,"6,302","6,391","6,190","6,254"
08/11/2018,"6,191","6,462","6,009","6,399"
07/11/2018,"6,388","6,401","6,289","6,356"
06/11/2018,"6,719","6,816","6,652","6,762"
05/11/2018,"9,094","9,127","8,389","8,436"
04/11/2018,"6,840","6,959","6,787","6,889"
03/11/2018,"8,838","9,715","8,475","9,539"
02/11/2018,"8,269","8,587","7,845","8,313"
01/11/2018,"14,482","14,943","12,846","13,445"
09/10/2018,"6,387","6,390","6,216","6,300"
08/10/2018,"6,508","6,622","6,152","6,186"
07/10/2018,"6,697","6,792","6,324","6,388"
06/10/2018,"7,631","7,631","6,647","6,719"
05/10/2018,"9,252","9,383","9,054","9,094"
04/10/2018,"6,665","6,860","6,660","6,840"
03/10/2018,"9,022","9,505","8,787","8,838"
02/10/2018,"8,548","9,071","8,165","8,269"
01/10/2018,"14,544","14,694","13,456","14,482"
09/09/2018,"6,173","6,438","6,157","6,387"
08/09/2018,"6,316","6,536","6,204","6,508"
07/09/2018,"6,747","6,753","6,673","6,697"
06/09/2018,"7,646","7,679","7,576","7,632"
05/09/2018,"9,158","9,360","8,976","9,253"
04/09/2018,"6,953","7,171","6,617","6,665"
03/09/2018,"9,341","9,409","8,371","9,053"
02/09/2018,"8,174","8,719","7,755","8,513"
01/09/2018,"14,915","15,360","14,170","14,548"
09/08/2018,"6,447","6,466","6,120","6,173"
08/08/2018,"6,874","6,879","6,133","6,316"
07/08/2018,"6,527","6,811","6,521","6,749"
06/08/2018,"7,660","7,694","7,545","7,646"
05/08/2018,"9,434","9,455","9,050","9,158"
04/08/2018,"7,002","7,095","6,860","6,956"
03/08/2018,"9,943","10,109","9,076","9,341"
02/08/2018,"8,096","8,621","7,548","8,208"
01/08/2018,"16,183","16,466","13,958","14,901"
09/07/2018,"6,444","6,531","6,330","6,445"
08/07/2018,"6,920","7,149","6,845","6,874"
07/07/2018,"6,569","6,618","6,514","6,527"
06/07/2018,"7,622","7,750","7,616","7,660"
05/07/2018,"9,518","9,635","9,189","9,434"
04/07/2018,"6,603","7,050","6,538","7,006"
03/07/2018,"10,788","10,888","9,468","9,947"
02/07/2018,"7,755","8,583","7,208","8,096"
01/07/2018,"16,849","17,212","15,770","16,183"
09/06/2018,"6,952","6,981","6,279","6,444"
08/06/2018,"7,049","7,146","6,885","6,920"
07/06/2018,"6,508","6,623","6,455","6,569"
06/06/2018,"7,627","7,670","7,495","7,622"
05/06/2018,"9,743","9,910","9,409","9,540"
04/06/2018,"6,749","6,850","6,513","6,602"
03/06/2018,"11,560","11,603","10,585","10,793"
02/06/2018,"7,152","7,957","5,947","7,755"
01/06/2018,"16,765","17,118","16,255","16,849"
09/05/2018,"7,363","7,387","6,866","6,948"
08/05/2018,"6,982","7,082","6,894","7,037"
07/05/2018,"6,687","6,692","6,454","6,508"
06/05/2018,"7,524","7,648","7,373","7,627"
05/05/2018,"9,689","9,955","9,676","9,743"
04/05/2018,"6,847","6,919","6,584","6,749"
03/05/2018,"11,400","11,660","11,335","11,561"
